Test Name:,Hydraulic test 30 Jan 2023 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Test Notes:,1. short pressurization CP (last stage pressure was at 1000 psi - then reached 0 because the pump run out of water - the test will start again at 1000 psi) 2. HF at CV rate. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DATE,Time,st0,st1,st2,st3,st4,st5,st6,st7,st8,st9,st10,st11,st12,st13,st14,st15,st16,st17,Name 19,Name 20,Name 21,Name 22,Name 23,Name 24,Name 25,Name 26,Name 27,Name 28,Name 29,Name 30,Name 31,Name 32,Name 41,Name 42,Name 43,Name 44,Name 45,Name 46,Name 47,Name 48,Name 49,Name 50,Name 51,Name 52,Name 53,Name 54,Name 55,Name 56,Name 57,Name 58,Name 59,Name 60,Name 61,Name 62,Name 63,Name 64,Name 65,Name 66,Name 67,Name 68,Name 69,Name 70,Name 71,Name 72,Pressure Transducer ,Wellbore Pressure,Name 35,Name 36,Name 37,Name 38,Name 39,Name 40,Pump A Pressure,Pump A Flow,Pump A Volume,Pump B Pressure,Pump B Flow,Pump B Volume,Accumulator 1 Vol,Accumulator 2 Vol,Accumulator 3 Vol,V A In,V A Out,V B In,V B Out,V ACC 1,V ACC 2,V ACC 3,V Sample,V ACC 1 Out (Phase III),V ACC 2 Out (Phase III),V ACC 3 Out (Phase III),Spare 11,Spare 12,Spare 13,Spare 14,Spare 15,Spare 16,Spare 17,Spare 18,Spare 19,Spare 20,Spare 21,Spare 22,Spare 23,Spare 24,Spare 25,Spare 26,Spare 27,Spare 28,Spare 29,Spare 30,Spare 31,Comment
20230130,09:28.2,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000004,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1381.879178,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,1380.871797,3891.166331,-17236.07706,-17236.16309,-17236.38483,-17236.43998,-17236.3116,-17236.22409,-17236.51648,497.8,0.111199,99.275788,13.6,0,102.428675,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:29.2,0,0.000002,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000004,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1381.882681,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,1380.874529,3830.091273,-17236.0149,-17236.19839,-17236.41445,-17236.34666,-17236.28623,-17236.26785,-17236.43318,498.6,0.054441,99.274485,13.8,0,102.428675,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:30.2,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000004,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1381.88387,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,1380.874821,3838.771016,-17235.94145,-17236.25204,-17236.4017,-17236.39475,-17236.35541,-17236.23959,-17236.47412,498.8,0.047491,99.273983,13.4,0,102.427227,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:31.2,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000003,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1381.885266,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,1380.875688,3858.313732,-17235.99941,-17236.12484,-17236.34527,-17236.38342,-17236.33428,-17236.25937,-17236.42748,498.8,0.041699,99.273133,13.8,17.927524,102.063307,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:32.2,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000004,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1381.885327,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,1380.871702,3864.432272,-17236.00224,-17236.17856,-17236.4597,-17236.41307,-17236.3004,-17236.29465,-17236.52356,498.8,0.041699,99.273133,13.8,17.927524,102.063307,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:33.2,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000003,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1381.886761,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,1380.875767,3886.585193,-17236.09261,-17236.22519,-17236.41594,-17236.3255,-17236.32575,-17236.32154,-17236.51649,498.8,0.035908,99.272342,13.8,17.912466,101.682766,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:34.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1381.883084,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,1380.877834,3854.246031,-17235.94997,-17236.23507,-17236.37353,-17236.41314,-17236.31311,-17236.29476,-17236.41053,499,0.035908,99.271637,13.8,17.935632,101.309319,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:35.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000003,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1381.883125,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,1380.876006,3857.326172,-17236.1265,-17236.20545,-17236.43568,-17236.32547,-17236.39639,-17236.31166,-17236.42606,499.2,0.035908,99.270923,14,17.911307,100.912581,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:36.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1381.88501,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,1380.874176,3883.145551,-17236.05865,-17236.19693,-17236.41446,-17236.41731,-17236.4021,-17236.30033,-17236.45721,499,0.050503,99.270141,354.2,7.975124,100.541586,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:37.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1381.885407,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,1380.876788,3871.09264,-17236.06296,-17236.24916,-17236.35655,-17236.36792,-17236.31587,-17236.28765,-17236.49523,499,0.050503,99.270141,354.2,7.975124,100.541586,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:38.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000003,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1381.885156,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,1380.875589,3846.785509,-17235.98657,-17236.23511,-17236.40185,-17236.42291,-17236.34555,-17236.32856,-17236.39639,499.2,0.032433,99.269543,477.4,1.778041,100.492945,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:39.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1381.885864,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,1380.875992,3851.854526,-17236.05732,-17236.21671,-17236.42152,-17236.40744,-17236.23396,-17236.27769,-17236.49393,499.2,0.032433,99.268915,495.6,0.383408,100.485793,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:40.3,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000001,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1381.881551,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,1380.875361,3848.350511,-17235.93872,-17236.15877,-17236.48656,-17236.44698,-17236.32148,-17236.27207,-17236.42746,499.2,0.032433,99.268915,495.6,0.383408,100.485793,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:41.4,0,0.000003,-0.000037,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1381.881215,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,1380.87735,3894.017236,-17235.84116,-17236.16164,-17236.34382,-17236.46667,-17236.25371,-17236.33425,-17236.47834,499.2,0.030116,99.268124,499,0.023166,100.48448,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20230130,09:42.4,-0.000001,0.000003,-0.000038,-0.000001,-0.000001,-0.000002,NaN,NaN,-0.000002,-0.000003,-0.000001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1381.883098,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,1380.873948,3842.735067,-17236.09402,-17236.29155,-17236.41449,-17236.40042,-17236.3667,-17236.33563,-17236.45581,499.2,0.027799,99.267525,499,0.006949,100.484277,350,350,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
